Date,Volume(V µg/m3)
14/10/2021,18
15/10/2021,32
16/10/2021,47
17/10/2021,27
18/10/2021,44
19/10/2021,24
20/10/2021,30
21/10/2021,19
22/10/2021,21
23/10/2021,23
24/10/2021,23
25/10/2021,30
26/10/2021,23
27/10/2021,13
28/10/2021,22
29/10/2021,29
30/10/2021,34
31/10/2021,19
01/11/2021,23
02/11/2021,40
03/11/2021,22
04/11/2021,26
05/11/2021,40
06/11/2021,17
07/11/2021,17
08/11/2021,40
09/11/2021,22
10/11/2021,39
11/11/2021,36
12/11/2021,22
13/11/2021,21
14/11/2021,24
15/11/2021,44
16/11/2021,35
17/11/2021,29
18/11/2021,24
19/11/2021,30
20/11/2021,19
21/11/2021,14
22/11/2021,29
23/11/2021,34
24/11/2021,31
25/11/2021,26
26/11/2021,17
27/11/2021,9
28/11/2021,26
29/11/2021,37
30/11/2021,20
01/12/2021,16
02/12/2021,29
03/12/2021,44
04/12/2021,22
05/12/2021,15
06/12/2021,41
07/12/2021,34
08/12/2021,24
09/12/2021,41
10/12/2021,26
11/12/2021,43
12/12/2021,26
13/12/2021,44
14/12/2021,37
15/12/2021,30
16/12/2021,51
17/12/2021,42
18/12/2021,40
19/12/2021,30
20/12/2021,24
21/12/2021,31
22/12/2021,42
23/12/2021,42
24/12/2021,23
25/12/2021,6
26/12/2021,19
27/12/2021,27
28/12/2021,21
29/12/2021,26
30/12/2021,13
31/12/2021,15
01/01/2022,12
02/01/2022,10
03/01/2022,11
04/01/2022,17
05/01/2022,21
06/01/2022,44
07/01/2022,28
08/01/2022,31
09/01/2022,27
10/01/2022,51
11/01/2022,43
12/01/2022,35
13/01/2022,28
14/01/2022,34
15/01/2022,54
16/01/2022,30
17/01/2022,32
18/01/2022,52
19/01/2022,20
20/01/2022,26
21/01/2022,30
22/01/2022,21
23/01/2022,23
24/01/2022,39
25/01/2022,31
26/01/2022,24
27/01/2022,18
28/01/2022,34
29/01/2022,11
30/01/2022,19
31/01/2022,16
01/02/2022,16
02/02/2022,25
03/02/2022,23
04/02/2022,25
05/02/2022,15
06/02/2022,13
07/02/2022,29
08/02/2022,18
09/02/2022,23
10/02/2022,18
11/02/2022,40
12/02/2022,14
13/02/2022,21
14/02/2022,20
15/02/2022,32
